"","X","id","name","cname","date","variable","aoi","mean","interpl"
"115",115,1,NA,"X_2024.01.10.18.16.01.10.24","2024-01-10 18:16:01","product/vertical_column_troposphere","AOI_BO_City",11.4250755735631,11.4250755735631
"116",116,1,NA,"X_2024.01.10.19.16.01.10.24","2024-01-10 19:16:01","product/vertical_column_troposphere","AOI_BO_City",1.21271730573992,1.21271730573992
"117",117,1,NA,"X_2024.01.10.20.16.01.10.24","2024-01-10 20:16:01","product/vertical_column_troposphere","AOI_BO_City",1.85846093911416,1.85846093911416
"118",118,1,NA,"X_2024.01.10.21.16.01.10.24","2024-01-10 21:16:01","product/vertical_column_troposphere","AOI_BO_City",NA,2.74639692279891
"119",119,1,NA,"X_2024.01.10.22.16.01.10.24","2024-01-10 22:16:01","product/vertical_column_troposphere","AOI_BO_City",NA,3.63433290648365
"120",120,1,NA,"X_2024.01.10.22.56.01.10.24","2024-01-10 22:56:01","product/vertical_column_troposphere","AOI_BO_City",NA,4.5222688901684
"121",121,1,NA,"X_2024.01.11.12.56.01.11.24","2024-01-11 12:56:01","product/vertical_column_troposphere","AOI_BO_City",5.41020487385314,5.41020487385314
"122",122,1,NA,"X_2024.01.11.13.36.01.11.24","2024-01-11 13:36:01","product/vertical_column_troposphere","AOI_BO_City",3.49705290100778,3.49705290100778
"123",123,1,NA,"X_2024.01.11.14.16.01.11.24","2024-01-11 14:16:01","product/vertical_column_troposphere","AOI_BO_City",2.79091248771209,2.79091248771209
"124",124,1,NA,"X_2024.01.11.15.16.01.11.24","2024-01-11 15:16:01","product/vertical_column_troposphere","AOI_BO_City",1.83040851591965,1.83040851591965
"125",125,1,NA,"X_2024.01.11.16.16.01.11.24","2024-01-11 16:16:01","product/vertical_column_troposphere","AOI_BO_City",1.13066468247774,1.13066468247774
"126",126,1,NA,"X_2024.01.11.17.16.01.11.24","2024-01-11 17:16:01","product/vertical_column_troposphere","AOI_BO_City",1.47623604773208,1.47623604773208
"127",127,1,NA,"X_2024.01.11.18.16.01.11.24","2024-01-11 18:16:01","product/vertical_column_troposphere","AOI_BO_City",4.3620105341399,4.3620105341399
"128",128,1,NA,"X_2024.01.11.19.16.01.11.24","2024-01-11 19:16:01","product/vertical_column_troposphere","AOI_BO_City",7.76374111576877,7.76374111576877
"129",129,1,NA,"X_2024.01.11.20.16.01.11.24","2024-01-11 20:16:01","product/vertical_column_troposphere","AOI_BO_City",4.99459000215805,4.99459000215805
"130",130,1,NA,"X_2024.01.11.21.16.01.11.24","2024-01-11 21:16:01","product/vertical_column_troposphere","AOI_BO_City",NA,6.23802826066258
"131",131,1,NA,"X_2024.01.11.22.16.01.11.24","2024-01-11 22:16:01","product/vertical_column_troposphere","AOI_BO_City",NA,7.4814665191671
"132",132,1,NA,"X_2024.01.11.22.56.01.11.24","2024-01-11 22:56:01","product/vertical_column_troposphere","AOI_BO_City",NA,8.72490477767163
"133",133,1,NA,"X_2024.01.12.12.57.01.12.24","2024-01-12 12:57:01","product/vertical_column_troposphere","AOI_BO_City",9.96834303617615,9.96834303617615
"134",134,1,NA,"X_2024.01.12.13.37.01.12.24","2024-01-12 13:37:01","product/vertical_column_troposphere","AOI_BO_City",9.39579061163939,9.39579061163939
"135",135,1,NA,"X_2024.01.12.14.17.01.12.24","2024-01-12 14:17:01","product/vertical_column_troposphere","AOI_BO_City",8.6024512962505,8.6024512962505
"136",136,1,NA,"X_2024.01.12.15.17.01.12.24","2024-01-12 15:17:01","product/vertical_column_troposphere","AOI_BO_City",9.32148688865996,9.32148688865996
"137",137,1,NA,"X_2024.01.12.16.17.01.12.24","2024-01-12 16:17:01","product/vertical_column_troposphere","AOI_BO_City",7.60658089245144,7.60658089245144
"138",138,1,NA,"X_2024.01.12.17.17.01.12.24","2024-01-12 17:17:01","product/vertical_column_troposphere","AOI_BO_City",5.76188553523412,5.76188553523412
"139",139,1,NA,"X_2024.01.12.18.17.01.12.24","2024-01-12 18:17:01","product/vertical_column_troposphere","AOI_BO_City",5.59924480450193,5.59924480450193
"140",140,1,NA,"X_2024.01.12.19.17.01.12.24","2024-01-12 19:17:01","product/vertical_column_troposphere","AOI_BO_City",6.40804059305917,6.40804059305917
"141",141,1,NA,"X_2024.01.12.20.17.01.12.24","2024-01-12 20:17:01","product/vertical_column_troposphere","AOI_BO_City",8.57847977765715,8.57847977765715
"142",142,1,NA,"X_2024.01.12.21.17.01.12.24","2024-01-12 21:17:01","product/vertical_column_troposphere","AOI_BO_City",NA,6.93912909761686
"143",143,1,NA,"X_2024.01.12.22.17.01.12.24","2024-01-12 22:17:01","product/vertical_column_troposphere","AOI_BO_City",NA,5.29977841757657
"144",144,1,NA,"X_2024.01.12.22.57.01.12.24","2024-01-12 22:57:01","product/vertical_column_troposphere","AOI_BO_City",NA,3.66042773753627
"145",145,1,NA,"X_2024.01.13.12.57.01.13.24","2024-01-13 12:57:01","product/vertical_column_troposphere","AOI_BO_City",2.02107705749598,2.02107705749598
"146",146,1,NA,"X_2024.01.13.13.37.01.13.24","2024-01-13 13:37:01","product/vertical_column_troposphere","AOI_BO_City",2.22240715227544,2.22240715227544
"147",147,1,NA,"X_2024.01.13.14.17.01.13.24","2024-01-13 14:17:01","product/vertical_column_troposphere","AOI_BO_City",3.47647627866343,3.47647627866343
"148",148,1,NA,"X_2024.01.13.15.17.01.13.24","2024-01-13 15:17:01","product/vertical_column_troposphere","AOI_BO_City",5.38102444010211,5.38102444010211
"149",149,1,NA,"X_2024.01.13.16.17.01.13.24","2024-01-13 16:17:01","product/vertical_column_troposphere","AOI_BO_City",1.258111138163,1.258111138163
"150",150,1,NA,"X_2024.01.13.17.17.01.13.24","2024-01-13 17:17:01","product/vertical_column_troposphere","AOI_BO_City",2.59693432115919,2.59693432115919
"151",151,1,NA,"X_2024.01.13.18.17.01.13.24","2024-01-13 18:17:01","product/vertical_column_troposphere","AOI_BO_City",0.999061083825982,0.999061083825982
"152",152,1,NA,"X_2024.01.13.19.17.01.13.24","2024-01-13 19:17:01","product/vertical_column_troposphere","AOI_BO_City",2.11982569985356,2.11982569985356
"153",153,1,NA,"X_2024.01.13.20.17.01.13.24","2024-01-13 20:17:01","product/vertical_column_troposphere","AOI_BO_City",17.3185482399893,17.3185482399893
"154",154,1,NA,"X_2024.01.13.21.17.01.13.24","2024-01-13 21:17:01","product/vertical_column_troposphere","AOI_BO_City",NA,14.878774834167
"155",155,1,NA,"X_2024.01.13.22.17.01.13.24","2024-01-13 22:17:01","product/vertical_column_troposphere","AOI_BO_City",NA,12.4390014283447
"156",156,1,NA,"X_2024.01.13.22.57.01.13.24","2024-01-13 22:57:01","product/vertical_column_troposphere","AOI_BO_City",NA,9.99922802252246
"157",157,1,NA,"X_2024.01.14.12.57.01.14.24","2024-01-14 12:57:01","product/vertical_column_troposphere","AOI_BO_City",7.55945461670017,7.55945461670017
"158",158,1,NA,"X_2024.01.14.13.37.01.14.24","2024-01-14 13:37:01","product/vertical_column_troposphere","AOI_BO_City",7.68135632417535,7.68135632417535
"159",159,1,NA,"X_2024.01.14.14.18.01.14.24","2024-01-14 14:18:01","product/vertical_column_troposphere","AOI_BO_City",6.63162629104557,6.63162629104557
"160",160,1,NA,"X_2024.01.14.15.18.01.14.24","2024-01-14 15:18:01","product/vertical_column_troposphere","AOI_BO_City",5.23524660110044,5.23524660110044
"161",161,1,NA,"X_2024.01.14.16.18.01.14.24","2024-01-14 16:18:01","product/vertical_column_troposphere","AOI_BO_City",7.73194352286227,7.73194352286227
"162",162,1,NA,"X_2024.01.14.17.18.01.14.24","2024-01-14 17:18:01","product/vertical_column_troposphere","AOI_BO_City",8.30808018316681,8.30808018316681
"163",163,1,NA,"X_2024.01.14.18.18.01.14.24","2024-01-14 18:18:01","product/vertical_column_troposphere","AOI_BO_City",13.8365132450073,13.8365132450073
"164",164,1,NA,"X_2024.01.14.19.18.01.14.24","2024-01-14 19:18:01","product/vertical_column_troposphere","AOI_BO_City",33.1070674120217,33.1070674120217
