"","id","name","cname","date","variable","aoi","mean"
"32",1,NA,"X_2021.08.01",2021-08-01,"NO2","AOI_BO_City",4.30286899607796e-05
"33",1,NA,"X_2021.09.01",2021-09-01,"NO2","AOI_BO_City",3.35473277647554e-05
"34",1,NA,"X_2021.10.01",2021-10-01,"NO2","AOI_BO_City",4.91736649166868e-05
"35",1,NA,"X_2021.11.01",2021-11-01,"NO2","AOI_BO_City",6.45001744693121e-05
"36",1,NA,"X_2021.12.01",2021-12-01,"NO2","AOI_BO_City",4.85302420606099e-05
"37",1,NA,"X_2022.01.01",2022-01-01,"NO2","AOI_BO_City",9.77687177983844e-05
"38",1,NA,"X_2022.02.01",2022-02-01,"NO2","AOI_BO_City",7.09482691983892e-05
"39",1,NA,"X_2022.03.01",2022-03-01,"NO2","AOI_BO_City",5.23414402023961e-05
"40",1,NA,"X_2022.04.01",2022-04-01,"NO2","AOI_BO_City",3.67494144904759e-05
"41",1,NA,"X_2022.05.01",2022-05-01,"NO2","AOI_BO_City",3.69202081559297e-05
"42",1,NA,"X_2022.06.01",2022-06-01,"NO2","AOI_BO_City",3.59311996466716e-05
"43",1,NA,"X_2022.07.01",2022-07-01,"NO2","AOI_BO_City",3.24900597627847e-05
"44",1,NA,"X_2022.08.01",2022-08-01,"NO2","AOI_BO_City",3.84032498142998e-05
"45",1,NA,"X_2022.09.01",2022-09-01,"NO2","AOI_BO_City",3.50658085963918e-05
"46",1,NA,"X_2022.10.01",2022-10-01,"NO2","AOI_BO_City",5.86902613878771e-05
"47",1,NA,"X_2022.11.01",2022-11-01,"NO2","AOI_BO_City",6.3499729548078e-05
"48",1,NA,"X_2022.12.01",2022-12-01,"NO2","AOI_BO_City",5.53977271527043e-05
"49",1,NA,"X_2023.01.01",2023-01-01,"NO2","AOI_BO_City",4.42223806635693e-05
"50",1,NA,"X_2023.02.01",2023-02-01,"NO2","AOI_BO_City",4.65835878209112e-05
"51",1,NA,"X_2023.03.01",2023-03-01,"NO2","AOI_BO_City",5.16213696733048e-05
"52",1,NA,"X_2023.04.01",2023-04-01,"NO2","AOI_BO_City",5.3752997889404e-05
"53",1,NA,"X_2023.05.01",2023-05-01,"NO2","AOI_BO_City",3.3773262042756e-05
"54",1,NA,"X_2023.06.01",2023-06-01,"NO2","AOI_BO_City",4.14628507914952e-05
"55",1,NA,"X_2023.07.01",2023-07-01,"NO2","AOI_BO_City",3.69098257482017e-05
"56",1,NA,"X_2023.08.01",2023-08-01,"NO2","AOI_BO_City",2.76937145100685e-05
"57",1,NA,"X_2023.09.01",2023-09-01,"NO2","AOI_BO_City",3.38628630035549e-05
"58",1,NA,"X_2023.10.01",2023-10-01,"NO2","AOI_BO_City",5.82395304616222e-05
"59",1,NA,"X_2023.11.01",2023-11-01,"NO2","AOI_BO_City",6.4298945114521e-05
"60",1,NA,"X_2023.12.01",2023-12-01,"NO2","AOI_BO_City",5.00251788020849e-05
"61",1,NA,"X_2024.01.01",2024-01-01,"NO2","AOI_BO_City",6.45183293645412e-05
"62",1,NA,"X_2024.02.01",2024-02-01,"NO2","AOI_BO_City",5.60934147615188e-05
"63",1,NA,"X_2024.03.01",2024-03-01,"NO2","AOI_BO_City",4.18535437569707e-05
"64",1,NA,"X_2024.04.01",2024-04-01,"NO2","AOI_BO_City",4.9635488206578e-05
"65",1,NA,"X_2024.05.01",2024-05-01,"NO2","AOI_BO_City",3.6305416103242e-05
"66",1,NA,"X_2024.06.01",2024-06-01,"NO2","AOI_BO_City",3.28385478521608e-05
"67",1,NA,"X_2024.07.01",2024-07-01,"NO2","AOI_BO_City",3.18958490140518e-05
"68",1,NA,"X_2024.08.01",2024-08-01,"NO2","AOI_BO_City",2.62278986575061e-05
"69",1,NA,"X_2024.09.01",2024-09-01,"NO2","AOI_BO_City",4.02086392700194e-05
"70",1,NA,"X_2024.10.01",2024-10-01,"NO2","AOI_BO_City",4.55482648469164e-05
"71",1,NA,"X_2024.11.01",2024-11-01,"NO2","AOI_BO_City",5.66707297816123e-05
"72",1,NA,"X_2024.12.01",2024-12-01,"NO2","AOI_BO_City",6.23114265948932e-05
